이름,id,연도,팀명,평균자책점,경기,완투,완봉,승리,패배,세이브,홀드,승률,타자수,이닝,피안타,피홈런,볼넷,사구,삼진,실점,자책점,생년월일
최지강,52206,2023,두산,5.32,25,0,0,2,1,0,2,0.667,102,22,16,0,20,1,14,13,13,2001-07-23
이원재,52295,2023,두산,27.00,1,0,0,0,0,0,0,-,9,1,3,0,3,0,0,3,3,2003-05-07
브랜든,52257,2022,두산,3.60,11,0,0,5,3,0,0,0.625,276,65,56,5,24,1,40,29,26,1994-06-03
브랜든,52257,2023,두산,2.49,18,0,0,11,3,0,0,0.786,427,104 2/3,80,4,30,12,100,34,29,1994-06-03
스탁,52234,2022,두산,3.60,29,0,0,9,10,0,0,0.474,722,165,162,9,83,10,138,87,66,1989-11-21
애플러,52308,2022,키움,4.30,33,1,1,6,8,0,0,0.429,622,140 1/3,172,13,40,6,86,69,67,1993-01-05
송정인,52391,2022,키움,22.50,1,0,0,0,0,0,0,-,13,2,4,0,3,0,0,5,5,2003-05-05
주승우,52330,2022,키움,10.80,4,0,0,0,0,0,0,-,23,3 1/3,5,1,7,0,4,5,4,2000-01-30
주승우,52330,2023,키움,9.56,11,0,0,0,1,0,0,0.000,90,16,20,1,21,2,8,18,17,2000-01-30
노운현,52394,2022,키움,11.25,5,0,0,0,1,0,0,0.000,28,4,10,0,3,1,3,7,5,2003-06-22
윤석원,52395,2023,키움,4.50,21,0,0,2,0,0,2,1.000,110,24,29,2,8,0,8,17,12,2003-07-04
이명종,52397,2022,키움,5.27,27,0,0,4,1,0,4,0.800,126,27 1/3,28,3,16,2,20,17,16,2002-12-05
이명종,52397,2023,키움,5.21,45,0,0,5,5,0,1,0.500,260,57,66,5,24,6,26,34,33,2002-12-05
수아레즈,52457,2022,삼성,2.49,30,0,0,6,8,0,0,0.429,714,173 2/3,151,7,50,4,159,61,48,1989-10-08
수아레즈,52457,2023,삼성,3.92,19,0,0,4,7,0,0,0.364,479,108,129,3,32,2,88,54,47,1989-10-08
김서준,52460,2022,삼성,10.13,3,0,0,0,0,0,0,-,19,2 2/3,6,1,4,1,2,4,3,2003-09-01
김서준,52460,2023,삼성,7.04,8,0,0,0,1,0,1,0.000,39,7 2/3,9,0,6,2,2,6,6,2003-09-01
반즈,52528,2022,롯데,3.62,31,0,0,12,12,0,0,0.500,788,186 1/3,176,8,47,18,160,87,75,1995-10-01
반즈,52528,2023,롯데,3.28,30,0,0,11,10,0,0,0.524,734,170 1/3,171,6,56,15,147,68,62,1995-10-01
스파크맨,52557,2022,롯데,5.31,19,0,0,2,4,0,0,0.333,386,84 2/3,97,6,43,4,89,55,50,1992-05-11
진승현,52558,2022,롯데,9.00,10,0,0,0,0,0,0,-,48,9,12,2,7,1,11,9,9,2003-09-05
진승현,52558,2023,롯데,5.86,24,0,0,2,2,0,1,0.500,129,27 2/3,34,2,16,0,25,20,18,2003-09-05
이민석,52530,2022,롯데,5.88,27,0,0,1,1,0,5,0.500,167,33 2/3,43,4,19,2,37,27,22,2003-12-10
이민석,52530,2023,롯데,0.00,1,0,0,0,0,0,0,-,5,1 1/3,0,0,1,0,1,0,0,2003-12-10
파노니,52606,2022,KIA,2.72,14,0,0,3,4,0,0,0.429,348,82 2/3,78,5,24,2,73,33,25,1994-04-28
파노니,52606,2023,KIA,4.26,16,0,0,6,3,0,0,0.667,351,82 1/3,86,6,23,2,66,41,39,1994-04-28
놀린,52637,2022,KIA,2.47,21,0,0,8,8,0,0,0.500,512,124,115,7,24,8,108,41,34,1989-12-26
황동하,52641,2023,KIA,6.61,13,0,0,0,3,0,0,0.000,149,31 1/3,35,5,21,1,19,25,23,2002-07-30
최지민,52639,2022,KIA,13.50,6,0,0,0,0,0,0,-,36,6,12,1,5,1,7,9,9,2003-09-10
최지민,52639,2023,KIA,2.12,58,0,0,6,3,3,12,0.667,244,59 1/3,45,4,26,4,44,17,14,2003-09-10
로니,52645,2022,KIA,5.89,10,0,0,3,3,0,0,0.500,208,44 1/3,47,7,28,3,32,36,29,1996-01-06
문동주,52701,2022,한화,5.65,13,0,0,1,3,0,2,0.250,127,28 2/3,28,5,14,1,36,19,18,2003-12-23
문동주,52701,2023,한화,3.72,23,0,0,8,8,0,0,0.500,503,118 2/3,113,6,42,4,95,52,49,2003-12-23
라미레즈,52707,2022,한화,4.13,13,0,0,2,6,0,0,0.250,285,65 1/3,52,4,37,7,47,33,30,1993-11-28
이재민,52715,2022,한화,36.00,2,0,0,0,0,0,0,-,15,2,3,0,5,1,0,8,8,1999-12-27
페냐,52720,2022,한화,3.72,13,0,0,5,4,0,0,0.556,293,67 2/3,63,4,30,4,72,33,28,1990-01-25
페냐,52720,2023,한화,3.60,32,0,0,11,11,0,0,0.500,751,177 1/3,149,14,59,18,147,82,71,1990-01-25
박준영,52731,2022,한화,10.64,5,0,0,0,1,0,0,0.000,53,11,13,1,8,0,10,13,13,2003-03-02
박준영,52731,2023,한화,18.69,4,0,0,0,0,0,0,-,23,4 1/3,2,0,8,0,7,9,9,2003-03-02
모리만도,52808,2022,SSG,1.67,12,0,0,7,1,0,0,0.875,304,75 1/3,57,2,23,4,67,19,14,1992-11-20
전영준,52809,2022,SSG,7.20,4,0,0,0,0,0,0,-,25,5,7,2,3,1,7,4,4,2002-04-16
노바,52833,2022,SSG,6.50,12,0,0,3,4,0,0,0.429,291,63 2/3,78,5,25,5,32,50,46,1987-01-12
윤태현,52867,2022,SSG,9.00,3,0,0,0,0,0,0,-,10,2,2,0,2,0,2,2,2,2003-10-10
신헌민,52873,2022,SSG,9.00,1,0,0,0,0,0,0,-,5,1,3,0,0,0,1,2,1,2002-07-19
신헌민,52873,2023,SSG,6.00,11,0,0,0,0,0,0,-,62,12,19,1,6,0,8,10,8,2002-07-19
이기순,52868,2023,SSG,9.00,2,0,0,0,0,0,0,-,16,3,3,1,4,0,3,3,3,2003-05-14
임지민,52902,2023,NC,13.50,2,0,0,0,0,0,0,-,10,1 1/3,2,0,4,0,3,2,2,2003-10-11
조민석,52903,2022,NC,4.50,18,0,0,0,1,0,0,0.000,76,16,17,2,12,2,14,9,8,1998-12-21
조민석,52903,2023,NC,4.06,35,0,0,1,0,0,4,1.000,137,31,33,2,14,3,28,15,14,1998-12-21
더모디,52950,2022,NC,4.54,8,0,0,3,5,0,0,0.375,179,39 2/3,42,3,13,7,37,27,20,1990-07-04
강건,53006,2023,KT,1.35,4,0,0,0,0,1,0,-,28,6 2/3,4,0,3,0,8,1,1,2004-07-12
박동수,52994,2022,NC,5.52,10,0,0,0,0,0,0,-,74,14 2/3,11,0,21,1,15,10,9,1999-05-24
김정운,53029,2023,KT,3.86,5,0,0,0,0,0,0,-,35,7,6,0,6,2,3,4,3,2004-04-21
슐서,53040,2023,KT,5.62,9,0,0,1,7,0,0,0.125,221,49 2/3,66,6,14,0,35,32,31,1994-05-05
박명근,53139,2023,LG,5.08,57,0,0,4,3,5,9,0.571,236,51 1/3,49,4,28,6,40,31,29,2004-03-27
김동규,53164,2023,키움,22.85,4,0,0,0,1,0,0,0.000,31,4 1/3,6,1,12,2,1,12,11,2004-07-09
딜런,53233,2023,두산,8.00,2,0,0,0,1,0,0,0.000,45,9,10,2,5,0,2,9,8,1996-06-04
김유성,53262,2023,두산,9.95,7,0,0,0,0,0,0,-,38,6 1/3,6,2,12,0,6,7,7,2002-01-01
백승우,53298,2023,두산,0.00,6,0,0,0,0,0,0,-,18,4,3,0,3,1,1,0,0,2000-01-04
오상원,53300,2023,키움,6.60,11,0,0,0,0,0,0,-,74,15,18,0,9,3,7,11,11,2004-07-21
맥키니,53322,2023,키움,6.52,12,0,0,1,9,0,0,0.100,268,59 1/3,61,10,36,1,39,46,43,1994-11-18
김건희,53312,2023,키움,22.50,3,0,0,0,0,0,0,-,14,2,6,2,2,0,0,5,5,2004-11-07
후라도,53375,2023,키움,2.65,30,0,0,11,8,0,0,0.579,763,183 2/3,164,7,41,9,147,64,54,1996-01-30
이호성,53455,2023,삼성,2.65,5,0,0,1,0,0,0,1.000,71,17,11,1,10,0,11,5,5,2004-08-14
박권후,53469,2023,삼성,3.38,4,0,0,0,0,0,0,-,13,2 2/3,4,1,1,0,0,2,1,2004-05-28
석상호,53560,2023,롯데,0.00,5,0,0,0,0,0,0,-,22,5 1/3,4,0,2,0,6,0,0,2000-04-14
이진하,53562,2023,롯데,3.38,9,0,0,0,0,0,0,-,31,8,4,0,3,1,2,3,3,2004-06-02
윌커슨,53546,2023,롯데,2.26,13,0,0,7,2,0,0,0.778,327,79 2/3,67,3,20,2,81,28,20,1989-05-24
장세진,53596,2023,롯데,13.50,2,0,0,0,0,0,0,-,8,1 1/3,2,1,2,0,1,2,2,2004-12-30
이태연,53594,2023,롯데,15.88,15,0,0,0,0,0,1,-,37,5 2/3,12,1,9,0,4,10,10,2004-02-21
곽도규,53609,2023,KIA,8.49,14,0,0,0,0,0,0,-,61,11 2/3,14,0,10,2,14,11,11,2004-04-12
윤영철,53613,2023,KIA,4.04,25,0,0,8,7,0,0,0.533,528,122 2/3,124,10,48,1,74,59,55,2004-04-20
메디나,53645,2023,KIA,6.05,12,0,0,2,6,0,0,0.250,269,58,64,6,29,9,36,42,39,1996-12-18
산체스,53665,2023,KIA,5.94,12,1,0,4,4,0,0,0.500,285,63 2/3,79,7,15,4,59,46,42,1994-10-31
앤더슨,53664,2023,KIA,3.76,14,0,0,4,7,0,0,0.364,336,79,76,6,26,2,64,42,33,1994-10-29
산체스,53714,2023,한화,3.79,24,0,0,7,8,0,0,0.467,540,126,136,13,28,6,99,62,53,1997-04-11
스미스,53734,2023,한화,6.75,1,0,0,0,0,0,0,-,12,2 2/3,3,0,0,1,2,2,2,1990-04-12
김서현,53754,2023,한화,7.25,20,0,0,0,0,1,0,-,114,22 1/3,22,1,23,7,26,20,18,2004-05-31
엘리아스,53825,2023,SSG,3.70,22,0,0,8,6,0,0,0.571,548,131 1/3,140,12,33,6,93,58,54,1988-08-01
맥카티,53833,2023,SSG,3.39,24,0,0,9,5,0,0,0.643,543,130,124,10,45,1,116,58,49,1995-10-12
이로운,53892,2023,SSG,5.62,50,0,0,6,1,0,5,0.857,268,57 2/3,67,7,29,1,52,39,36,2004-09-11
태너,53909,2023,NC,2.92,11,0,0,5,2,0,0,0.714,265,64 2/3,58,6,13,1,47,26,21,1994-11-30
송영진,53898,2023,SSG,5.70,17,0,0,3,3,0,0,0.500,220,47 1/3,46,3,31,2,38,35,30,2004-05-28
페디,53913,2023,NC,2.00,30,0,0,20,6,0,0,0.769,708,180 1/3,137,9,35,4,209,46,40,1993-02-25
와이드너,53927,2023,삼성,4.54,21,0,0,7,5,0,0,0.583,495,115,112,7,40,6,99,65,58,1994-10-24
이준호,53996,2023,NC,4.83,17,0,0,3,2,0,0,0.600,144,31 2/3,32,3,15,4,19,22,17,2000-03-27
더마트레,60139,2010,LG,8.22,15,0,0,4,6,0,0,0.400,300,61 1/3,83,10,37,3,29,58,56,1981-07-12
배민관,60105,2016,LG,6.35,2,0,0,0,0,0,0,-,23,5 2/3,5,3,1,0,1,4,4,1991-07-29
배민관,60105,2017,LG,9.82,4,0,0,0,0,0,0,-,19,3 2/3,6,1,4,0,2,4,4,1991-07-29
배민관,60105,2018,LG,1.64,8,0,0,0,0,0,0,-,51,11,9,0,4,2,11,2,2,1991-07-29
오카모토,60156,2010,LG,3.00,46,0,0,5,3,16,1,0.625,205,48,36,6,29,4,40,17,16,1974-10-21
이승현,60146,2015,LG,5.87,15,0,0,0,0,0,0,-,71,15 1/3,14,1,10,1,21,10,10,1991-11-20
이승현,60146,2016,LG,5.49,38,0,0,3,1,0,3,0.750,191,41,46,5,23,4,29,28,25,1991-11-20
이승현,60146,2017,삼성,5.12,30,0,0,2,0,0,0,1.000,156,31 2/3,36,9,22,1,25,21,18,1991-11-20
이승현,60146,2018,삼성,7.94,19,0,0,1,1,0,2,0.500,82,17,23,4,7,2,14,15,15,1991-11-20
이승현,60146,2019,삼성,1.95,34,0,0,2,1,0,8,0.667,147,37,28,2,11,1,31,11,8,1991-11-20
이승현,60146,2020,삼성,3.48,65,0,0,1,2,0,14,0.333,226,54 1/3,45,11,25,0,52,22,21,1991-11-20
이승현,60146,2021,삼성,9.53,21,0,0,1,1,0,1,0.500,86,17,30,6,8,0,7,18,18,1991-11-20
이승현,60146,2022,삼성,4.68,54,0,0,0,2,0,13,0.000,217,50,48,5,22,3,39,26,26,1991-11-20
이승현,60146,2023,삼성,3.60,60,0,0,4,4,0,14,0.500,264,60,68,5,15,0,42,29,24,1991-11-20
신정락,60140,2010,LG,6.31,24,0,0,0,1,0,2,0.000,129,25 2/3,25,1,22,6,24,23,18,1987-05-13
신정락,60140,2011,LG,1.02,11,0,0,0,0,0,1,-,74,17 2/3,12,0,8,1,19,4,2,1987-05-13
신정락,60140,2012,LG,0.00,1,0,0,0,0,0,0,-,3,2/3,0,0,1,0,0,1,0,1987-05-13
신정락,60140,2013,LG,4.26,26,0,0,9,5,0,0,0.643,525,122 2/3,128,8,30,16,82,62,58,1987-05-13
신정락,60140,2014,LG,6.66,15,0,0,1,3,0,0,0.250,220,51 1/3,53,8,16,5,39,38,38,1987-05-13
신정락,60140,2017,LG,5.34,63,0,0,3,5,10,12,0.375,265,59,61,4,24,10,58,42,35,1987-05-13
신정락,60140,2018,LG,5.86,49,0,0,3,7,0,5,0.300,227,50 2/3,59,5,17,6,56,37,33,1987-05-13
신정락,60140,2019,한화,5.84,44,0,0,5,1,0,5,0.833,207,44 2/3,48,6,21,6,35,33,29,1987-05-13
신정락,60140,2020,한화,9.00,16,0,0,0,1,0,0,0.000,57,12,15,2,7,2,14,12,12,1987-05-13
신정락,60140,2021,한화,8.55,20,0,0,0,2,0,2,0.000,102,20,25,3,15,3,14,24,19,1987-05-13
신정락,60140,2022,한화,4.02,44,0,0,2,1,1,4,0.667,215,47,52,4,16,7,23,25,21,1987-05-13
신정락,60140,2023,롯데,4.66,34,0,0,4,0,0,1,1.000,128,29,32,4,11,3,28,15,15,1987-05-13
곤잘레스,60154,2010,LG,7.68,9,0,0,0,6,0,0,0.000,206,43 1/3,49,4,21,5,23,40,37,1983-02-23
히메네스,60240,2010,두산,3.32,27,1,0,14,5,0,0,0.737,654,152,139,7,62,9,87,65,56,1980-10-27
유경국,60164,2010,LG,18.00,1,0,0,0,0,0,0,-,7,1,3,0,1,0,1,2,2,1991-07-12
유경국,60164,2016,LG,6.75,2,0,0,0,0,0,0,-,25,5 1/3,7,1,4,0,0,4,4,1991-07-12
이성진,60198,2012,LG,19.29,2,0,0,0,0,0,0,-,13,2 1/3,3,2,3,1,1,5,5,1992-02-23
장민익,60255,2010,두산,10.54,9,0,0,0,0,0,0,-,79,13 2/3,25,2,15,0,6,16,16,1991-02-05
장민익,60255,2011,두산,3.12,4,0,0,0,0,0,0,-,38,8 2/3,11,1,3,0,6,3,3,1991-02-05
장민익,60255,2014,두산,3.38,8,0,0,0,0,0,1,-,22,5 1/3,7,0,2,0,1,2,2,1991-02-05
장민익,60255,2015,두산,29.25,4,0,0,0,0,0,0,-,31,4,11,4,8,0,4,14,13,1991-02-05
장민익,60255,2017,두산,0.00,3,0,0,0,0,0,0,-,8,2,0,0,2,0,2,0,0,1991-02-05
장민익,60255,2018,두산,27.00,3,0,0,0,0,0,0,-,14,2,5,3,2,1,2,6,6,1991-02-05
김지용,60181,2010,LG,7.88,5,0,0,0,0,0,0,-,34,8,10,2,3,0,5,7,7,1988-02-20
김지용,60181,2015,LG,4.13,24,0,0,1,1,0,0,0.500,137,32 2/3,30,4,12,1,28,15,15,1988-02-20
김지용,60181,2016,LG,3.57,51,0,0,3,4,0,17,0.429,258,63,52,9,18,5,56,25,25,1988-02-20
김지용,60181,2017,LG,5.09,53,0,0,4,3,3,8,0.571,235,53,59,13,14,2,39,33,30,1988-02-20
김지용,60181,2018,LG,5.36,48,0,0,5,6,1,13,0.455,198,47,52,10,9,2,42,30,28,1988-02-20
김지용,60181,2020,LG,14.73,4,0,0,0,0,0,0,-,18,3 2/3,5,1,2,0,4,6,6,1988-02-20
김지용,60181,2021,LG,0.00,3,0,0,0,0,0,0,-,16,4,2,0,1,1,5,0,0,1988-02-20
김지용,60181,2022,두산,6.05,18,0,0,1,0,0,0,1.000,82,19 1/3,19,5,5,1,13,14,13,1988-02-20
정대현,60264,2010,두산,6.91,14,0,0,0,0,0,1,-,70,14 1/3,16,1,11,1,6,13,11,1991-07-19
정대현,60264,2011,두산,10.13,5,0,0,0,0,0,0,-,15,2 2/3,4,0,2,1,2,3,3,1991-07-19
정대현,60264,2012,두산,5.20,23,0,0,1,2,0,0,0.333,164,36 1/3,38,4,23,3,23,23,21,1991-07-19
정대현,60264,2013,두산,18.41,5,0,0,0,0,0,0,-,48,7 1/3,21,1,6,0,2,15,15,1991-07-19
정대현,60264,2014,두산,7.90,12,0,0,1,1,0,0,0.500,136,27 1/3,29,2,25,1,21,27,24,1991-07-19
정대현,60264,2015,KT,5.19,30,0,0,5,11,0,0,0.313,542,118,138,19,62,4,82,80,68,1991-07-19
정대현,60264,2016,KT,7.29,22,0,0,4,10,0,0,0.286,428,91 1/3,115,13,44,5,57,82,74,1991-07-19
정대현,60264,2017,넥센,7.06,17,0,0,3,8,0,0,0.273,306,66 1/3,91,13,23,3,27,55,52,1991-07-19
정대현,60264,2020,키움,10.13,1,0,0,0,0,0,0,-,13,2 2/3,5,1,0,0,3,3,3,1991-07-19
이재학,60263,2010,두산,5.01,16,0,0,1,1,0,0,0.500,107,23 1/3,21,3,13,6,18,14,13,1990-10-04
이재학,60263,2013,NC,2.88,27,2,1,10,5,1,0,0.667,646,156,123,12,59,14,144,53,50,1990-10-04
이재학,60263,2014,NC,4.21,29,1,0,10,9,0,0,0.526,668,156,152,16,68,8,131,77,73,1990-10-04
이재학,60263,2015,NC,4.10,29,0,0,10,8,0,1,0.556,545,125,115,17,58,9,116,58,57,1990-10-04
이재학,60263,2016,NC,4.58,26,0,0,12,4,0,0,0.750,569,127 2/3,140,19,54,6,134,72,65,1990-10-04
이재학,60263,2017,NC,5.67,28,0,0,5,7,0,0,0.417,546,119,142,22,41,13,117,88,75,1990-10-04
이재학,60263,2018,NC,4.79,29,1,0,5,13,0,0,0.278,658,152 1/3,157,13,49,10,116,87,81,1990-10-04
이재학,60263,2019,NC,3.75,24,0,0,10,4,0,0,0.714,560,129 2/3,133,6,43,9,91,62,54,1990-10-04
이재학,60263,2020,NC,6.55,19,0,0,5,6,0,0,0.455,410,90 2/3,105,14,43,5,61,66,66,1990-10-04
이재학,60263,2021,NC,5.20,17,2,1,6,6,0,0,0.500,370,83,74,14,52,6,65,50,48,1990-10-04
이재학,60263,2022,NC,4.75,26,0,0,3,8,0,0,0.273,406,91,75,5,54,8,72,56,48,1990-10-04
이재학,60263,2023,NC,4.54,15,0,0,5,5,0,0,0.500,293,67 1/3,55,6,33,5,43,36,34,1990-10-04
번사이드,60329,2010,넥센,5.34,29,0,0,10,10,0,0,0.500,655,140,150,16,82,18,98,91,83,1977-03-15
문성현,60336,2010,넥센,4.93,32,0,0,1,5,0,0,0.167,299,69 1/3,63,9,46,1,57,43,38,1991-11-09
문성현,60336,2011,넥센,4.34,30,0,0,5,12,0,0,0.294,581,130 2/3,129,13,78,4,108,63,63,1991-11-09
문성현,60336,2012,넥센,4.23,13,0,0,1,1,0,3,0.500,162,38 1/3,38,0,11,0,31,21,18,1991-11-09
문성현,60336,2013,넥센,4.50,17,0,0,5,4,0,0,0.556,280,64,73,8,22,3,55,35,32,1991-11-09
문성현,60336,2014,넥센,5.91,20,0,0,9,4,0,1,0.692,402,85 1/3,96,12,48,5,51,59,56,1991-11-09
문성현,60336,2015,넥센,6.28,34,0,0,0,5,0,1,0.000,425,91 2/3,114,10,39,5,58,75,64,1991-11-09
문성현,60336,2018,넥센,0.00,1,0,0,0,0,0,0,-,5,1,1,0,1,0,1,0,0,1991-11-09
문성현,60336,2020,키움,4.20,10,0,0,1,1,0,0,0.500,63,15,13,1,11,0,13,7,7,1991-11-09
문성현,60336,2021,키움,5.40,4,0,0,0,0,0,0,-,18,3 1/3,3,0,6,0,3,2,2,1991-11-09
문성현,60336,2022,키움,3.27,45,0,0,0,1,13,9,0.000,168,41 1/3,34,3,14,1,32,16,15,1991-11-09
문성현,60336,2023,키움,4.45,32,0,0,2,2,0,2,0.500,134,28 1/3,26,2,20,2,21,16,14,1991-11-09
정회찬,60342,2011,넥센,0.00,1,0,0,0,0,0,0,-,7,2,0,0,1,1,0,0,0,1987-02-07
정회찬,60342,2015,넥센,9.00,1,0,0,0,0,0,0,-,6,1,2,1,1,0,1,1,1,1987-02-07
정회찬,60342,2016,넥센,6.52,11,0,0,0,0,0,0,-,47,9 2/3,8,0,9,2,2,7,7,1987-02-07
김건태,60339,2010,넥센,9.39,5,0,0,0,0,0,0,-,36,7 2/3,10,1,4,1,5,8,8,1991-10-02
김건태,60339,2012,넥센,3.60,6,0,0,0,0,0,0,-,45,10,10,1,5,1,7,8,4,1991-10-02
김건태,60339,2015,넥센,7.04,13,0,0,0,2,0,1,0.000,79,15 1/3,20,2,10,3,11,14,12,1991-10-02
김건태,60339,2016,넥센,5.26,34,0,0,1,5,0,0,0.167,288,63 1/3,71,9,29,6,28,44,37,1991-10-02
김건태,60339,2017,넥센,12.00,5,0,0,1,0,0,0,1.000,32,6,13,1,2,0,5,8,8,1991-10-02
김건태,60339,2018,NC,5.43,21,0,0,2,3,0,0,0.400,247,53,60,7,24,7,39,38,32,1991-10-02
김건태,60339,2019,NC,3.68,44,0,0,0,2,0,7,0.000,215,51 1/3,49,5,16,4,32,23,21,1991-10-02
김건태,60339,2020,NC,4.89,33,0,0,1,1,0,4,0.500,155,35,29,4,25,2,37,19,19,1991-10-02
김건태,60339,2021,NC,5.40,6,0,0,0,0,0,0,-,29,6 2/3,2,1,7,0,5,4,4,1991-10-02
김건태,60339,2022,NC,4.42,16,0,0,0,0,0,0,-,86,18 1/3,22,2,12,2,16,15,9,1991-10-02
김대유,60337,2014,SK,10.03,9,0,0,0,1,0,0,0.000,65,11 2/3,12,1,19,1,14,13,13,1991-05-08
김대유,60337,2017,SK,9.64,6,0,0,0,0,0,0,-,24,4 2/3,8,1,2,0,3,5,5,1991-05-08
김대유,60337,2019,KT,2.33,21,0,0,0,0,0,0,-,111,27,21,1,12,4,23,7,7,1991-05-08
김대유,60337,2020,LG,23.14,3,0,0,0,0,0,0,-,14,2 1/3,5,0,1,1,1,6,6,1991-05-08
김대유,60337,2021,LG,2.13,64,0,0,4,1,0,24,0.800,209,50 2/3,32,2,15,9,56,13,12,1991-05-08
김대유,60337,2022,LG,2.04,59,0,0,2,1,0,13,0.667,172,39 2/3,35,2,15,8,36,11,9,1991-05-08
김대유,60337,2023,KIA,5.11,41,0,0,0,2,0,4,0.000,110,24 2/3,26,2,8,6,20,15,14,1991-05-08
이규대,60439,2011,삼성,0.00,2,0,0,0,0,0,0,-,13,3 1/3,3,0,1,0,0,0,0,1986-10-20
임진우,60441,2010,삼성,2.65,15,0,0,2,1,0,1,0.667,69,17,11,2,9,2,10,5,5,1987-05-13
임진우,60441,2011,삼성,4.40,11,0,0,0,0,0,0,-,66,14 1/3,17,1,4,2,10,7,7,1987-05-13
임진우,60441,2012,삼성,5.11,12,0,0,0,0,0,0,-,51,12 1/3,7,3,6,1,12,7,7,1987-05-13
임진우,60441,2017,두산,27.00,1,0,0,0,0,0,0,-,8,1,4,0,1,0,1,3,3,1987-05-13
레딩,60430,2010,삼성,5.09,9,0,0,1,3,0,1,0.250,153,35 1/3,40,2,11,2,19,20,20,1978-02-12
김현우,60457,2010,삼성,5.40,2,0,0,0,0,0,0,-,7,1 2/3,1,1,1,0,2,1,1,1988-01-21
김현우,60457,2013,삼성,3.46,10,0,0,0,0,0,0,-,55,13,11,2,6,0,18,5,5,1988-01-21
김현우,60457,2014,삼성,2.32,29,0,0,1,0,0,1,1.000,123,31,25,4,8,1,29,8,8,1988-01-21
김현우,60457,2015,삼성,7.30,11,0,0,0,0,0,0,-,55,12 1/3,14,5,5,1,14,10,10,1988-01-21
김현우,60457,2016,삼성,3.48,17,0,0,1,0,0,0,1.000,91,20 2/3,26,3,4,2,19,9,8,1988-01-21
김현우,60457,2017,삼성,9.28,8,0,0,0,0,0,0,-,52,10 2/3,15,4,3,2,11,13,11,1988-01-21
박시영,60559,2010,롯데,22.50,2,0,0,0,0,0,0,-,14,2,5,2,3,1,3,5,5,1989-03-10
박시영,60559,2016,롯데,5.40,42,0,0,2,3,0,1,0.400,277,61 2/3,64,6,29,2,57,38,37,1989-03-10
박시영,60559,2017,롯데,6.47,47,0,0,2,3,0,5,0.400,261,57,60,14,32,1,52,45,41,1989-03-10
박시영,60559,2018,롯데,8.54,21,0,0,0,0,0,0,-,129,26 1/3,35,6,14,1,19,27,25,1989-03-10
박시영,60559,2019,롯데,4.23,43,0,0,1,1,0,4,0.500,262,61 2/3,51,5,27,4,60,30,29,1989-03-10
박시영,60559,2020,롯데,8.01,36,0,0,1,1,0,1,0.500,145,30 1/3,32,5,23,1,21,27,27,1989-03-10
박시영,60559,2021,KT,2.40,48,0,0,3,3,0,12,0.500,180,45,30,4,15,1,51,16,12,1989-03-10
박시영,60559,2022,KT,4.60,17,0,0,0,2,0,5,0.000,68,15 2/3,19,2,4,0,11,8,8,1989-03-10
사도스키,60594,2010,롯데,3.87,27,0,0,10,8,0,0,0.556,713,169 2/3,153,17,54,8,120,83,73,1982-10-04
사도스키,60594,2011,롯데,3.91,25,0,0,11,8,0,0,0.579,587,140 1/3,130,15,52,6,79,64,61,1982-10-04
사도스키,60594,2012,롯데,4.32,29,1,0,8,8,0,1,0.500,656,150,154,9,69,6,98,75,72,1982-10-04
이정훈,60635,2012,KIA,20.25,2,0,0,0,0,0,0,-,9,1 1/3,4,0,1,0,1,3,3,1991-04-27
심동섭,60636,2010,KIA,6.75,5,0,0,0,0,0,1,-,13,2 2/3,3,0,2,0,0,2,2,1991-09-20
심동섭,60636,2011,KIA,2.77,57,0,0,3,1,2,7,0.750,237,55 1/3,37,1,31,4,67,21,17,1991-09-20
심동섭,60636,2012,KIA,6.23,10,0,0,0,2,0,1,0.000,86,17 1/3,22,2,13,0,10,17,12,1991-09-20
심동섭,60636,2013,KIA,3.24,28,0,0,0,2,0,3,0.000,118,25,20,1,19,4,27,13,9,1991-09-20
심동섭,60636,2014,KIA,5.52,57,0,0,1,5,4,9,0.167,209,45 2/3,44,3,28,3,46,30,28,1991-09-20
심동섭,60636,2015,KIA,5.02,69,0,0,3,1,1,21,0.750,257,57 1/3,47,7,43,3,71,35,32,1991-09-20
심동섭,60636,2016,KIA,6.45,54,0,0,5,2,1,13,0.714,182,37 2/3,45,5,21,4,33,30,27,1991-09-20
심동섭,60636,2017,KIA,5.68,52,0,0,2,2,2,11,0.500,233,50 2/3,64,6,21,0,50,34,32,1991-09-20
심동섭,60636,2018,KIA,6.35,7,0,0,0,0,0,1,-,27,5 2/3,7,0,3,0,5,4,4,1991-09-20
라이트,60649,2010,KIA,5.00,2,0,0,0,1,0,0,0.000,43,9,5,0,9,2,12,5,5,1982-03-13
임기준,60634,2012,KIA,18.00,3,0,0,0,0,0,0,-,16,3,5,1,3,0,3,6,6,1991-10-08
임기준,60634,2015,KIA,6.62,17,0,0,1,3,0,0,0.250,175,34,39,4,27,12,26,32,25,1991-10-08
임기준,60634,2016,KIA,6.03,19,0,0,0,2,1,1,0.000,158,31 1/3,37,2,33,4,15,23,21,1991-10-08
임기준,60634,2017,KIA,3.27,15,0,0,0,1,1,2,0.000,104,22,25,1,15,0,12,9,8,1991-10-08
임기준,60634,2018,KIA,3.54,55,0,0,5,1,2,8,0.833,243,56,59,7,23,3,45,27,22,1991-10-08
