이름,id,연도,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷,사구,삼진,병살타,장타율,출루율,실책,생년월일
조요한,51809,2022,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2000-01-06
조형우,51865,2022,SSG,0.167,9,13,12,2,2,1,0,0,3,1,0,0,1,0,3,0,0.250,0.231,0,2002-04-04
조형우,51865,2023,SSG,0.185,62,133,119,9,22,4,1,2,34,12,0,0,8,1,25,2,0.286,0.240,5,2002-04-04
고명준,51868,2021,SSG,0.000,3,5,5,0,0,0,0,0,0,0,0,0,0,0,3,1,0.000,0.000,0,2002-07-08
고명준,51868,2023,SSG,0.000,2,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0,2002-07-08
장지훈,51895,2021,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-12-06
이용준,51948,2022,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2002-05-08
김주원,51907,2021,NC,0.241,69,189,166,20,40,7,1,5,64,16,6,2,17,2,57,5,0.386,0.316,12,2002-07-30
김주원,51907,2022,NC,0.223,96,326,273,35,61,9,3,10,106,47,10,3,30,14,89,4,0.388,0.331,11,2002-07-30
김주원,51907,2023,NC,0.233,127,474,403,56,94,9,2,10,137,54,15,3,44,15,106,6,0.340,0.328,30,2002-07-30
오장한,51991,2021,NC,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,2002-05-20
오장한,51991,2023,NC,0.143,3,8,7,2,1,0,0,0,1,0,0,0,1,0,5,0,0.143,0.250,0,2002-05-20
한재승,51994,2022,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2001-11-21
한재승,51994,2023,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2001-11-21
오태양,51996,2021,NC,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,2002-04-25
오태양,51996,2022,NC,0.000,15,4,3,5,0,0,0,0,0,0,2,2,0,1,1,0,0.000,0.250,0,2002-04-25
오태양,51996,2023,NC,0.000,21,3,3,4,0,0,0,0,0,0,3,3,0,0,3,0,0.000,0.000,1,2002-04-25
김병준,52002,2023,KT,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,2003-07-03
라모스,52025,2022,KT,0.250,18,80,72,10,18,1,1,3,30,11,2,0,4,2,18,2,0.417,0.304,2,1992-04-15
알포드,52009,2022,KT,0.286,80,323,283,48,81,19,1,14,144,50,5,1,33,3,90,3,0.509,0.362,4,1994-07-20
알포드,52009,2023,KT,0.289,133,547,491,83,142,31,3,15,224,70,17,4,47,6,140,6,0.456,0.356,3,1994-07-20
박영현,52060,2022,KT,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2003-10-11
박영현,52060,2023,KT,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2003-10-11
이상우,52063,2022,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2003-10-14
허준혁,52119,2022,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1999-07-02
가르시아,52125,2022,LG,0.206,39,156,136,21,28,6,1,4,48,19,4,1,19,1,40,4,0.353,0.308,6,1993-03-28
루이즈,52112,2022,LG,0.155,27,94,84,10,13,4,1,1,22,6,1,0,9,0,13,5,0.262,0.234,3,1994-05-22
박수종,52305,2023,키움,0.422,23,50,45,7,19,1,2,0,24,3,0,0,3,1,6,1,0.533,0.460,0,1999-02-25
애플러,52308,2022,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1993-01-05
박찬혁,52348,2022,키움,0.211,52,175,161,13,34,5,0,6,57,17,0,1,9,5,67,1,0.354,0.274,3,2003-04-25
박찬혁,52348,2023,키움,0.201,48,167,154,13,31,7,0,1,41,8,0,0,10,3,41,1,0.266,0.263,1,2003-04-25
푸이그,52366,2022,키움,0.277,126,547,473,65,131,30,0,21,224,73,6,3,58,12,100,6,0.474,0.367,6,1990-12-07
노운현,52394,2022,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2003-06-22
조민성,52405,2022,삼성,0.308,12,16,13,3,4,0,0,1,7,3,1,0,2,1,7,0,0.538,0.438,1,2003-10-22
조민성,52405,2023,삼성,0.207,15,29,29,1,6,2,0,0,8,5,0,1,0,0,6,1,0.276,0.207,0,2003-10-22
이명종,52397,2023,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2002-12-05
김상민,52402,2023,삼성,0.083,8,13,12,3,1,0,0,0,1,0,0,0,1,0,3,0,0.083,0.154,0,2003-12-06
이재현,52415,2022,삼성,0.235,75,239,230,23,54,4,0,7,79,23,0,0,5,1,44,6,0.343,0.254,11,2003-02-04
이재현,52415,2023,삼성,0.249,143,538,458,61,114,19,2,12,173,60,5,4,52,6,89,9,0.378,0.330,20,2003-02-04
김재혁,52424,2022,삼성,0.242,15,39,33,5,8,1,0,0,9,3,4,0,4,1,9,0,0.273,0.333,0,1999-12-26
김영웅,52430,2022,삼성,0.133,13,15,15,2,2,0,0,1,5,1,0,0,0,0,7,0,0.333,0.133,1,2003-08-24
김영웅,52430,2023,삼성,0.187,55,103,91,11,17,6,0,2,29,12,1,0,8,0,28,2,0.319,0.250,6,2003-08-24
김서준,52460,2022,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2003-09-01
김서준,52460,2023,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2003-09-01
김동혁,52504,2023,롯데,0.000,15,9,7,3,0,0,0,0,0,0,1,0,2,0,3,0,0.000,0.222,0,2000-09-15
김세민,52514,2022,롯데,0.000,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.500,0,2003-06-14
피터스,52526,2022,롯데,0.228,85,354,316,32,72,16,0,13,127,48,7,4,26,8,77,5,0.402,0.299,3,1995-12-12
조세진,52516,2022,롯데,0.186,39,88,86,6,16,3,0,0,19,6,0,1,1,0,25,4,0.221,0.195,1,2003-11-21
렉스,52547,2022,롯데,0.330,56,251,218,32,72,10,1,8,108,34,3,0,26,5,44,4,0.495,0.410,2,1993-11-12
렉스,52547,2023,롯데,0.246,55,234,203,20,50,4,2,4,70,30,0,1,28,1,54,3,0.345,0.338,2,1993-11-12
한태양,52568,2022,롯데,0.148,38,72,61,14,9,1,0,0,10,3,1,0,5,2,24,1,0.164,0.235,5,2003-09-15
윤동희,52591,2022,롯데,0.154,4,13,13,1,2,1,0,0,3,1,0,0,0,0,2,1,0.231,0.154,1,2003-09-18
윤동희,52591,2023,롯데,0.287,107,423,387,45,111,18,1,2,137,41,3,6,28,1,69,10,0.354,0.333,4,2003-09-18
김도영,52605,2022,KIA,0.237,103,254,224,37,53,11,4,3,81,19,13,3,22,3,62,3,0.362,0.312,13,2003-10-02
김도영,52605,2023,KIA,0.303,84,385,340,72,103,20,5,7,154,47,25,4,38,1,62,14,0.453,0.371,13,2003-10-02
황동하,52641,2023,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2002-07-30
소크라테스,52630,2022,KIA,0.311,127,554,514,83,160,29,7,17,254,77,12,7,34,2,81,11,0.494,0.354,5,1992-09-06
소크라테스,52630,2023,KIA,0.285,142,608,547,91,156,31,3,20,253,96,15,6,52,1,80,13,0.463,0.344,7,1992-09-06
윤도현,52667,2023,KIA,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,1,2003-05-07
이상혁,52704,2023,한화,0.000,7,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0.000,0.000,0,2001-09-14
유상빈,52705,2022,한화,0.326,17,49,46,3,15,5,0,0,20,4,0,1,0,0,11,0,0.435,0.319,0,2000-05-09
유상빈,52705,2023,한화,0.000,3,8,6,1,0,0,0,0,0,0,0,0,1,1,1,0,0.000,0.250,0,2000-05-09
터크먼,52712,2022,한화,0.289,144,648,575,88,166,37,4,12,247,43,19,11,64,7,104,12,0.430,0.366,5,1990-12-03
박준영,52731,2023,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2003-03-02
권광민,52769,2022,한화,0.225,32,87,71,6,16,3,1,0,21,8,0,1,13,1,30,0,0.296,0.345,0,1997-12-12
권광민,52769,2023,한화,0.151,66,81,73,11,11,1,1,2,20,9,2,0,6,1,24,2,0.274,0.225,3,1997-12-12
허인서,52764,2022,한화,0.167,8,19,18,1,3,0,0,0,3,0,0,0,1,0,8,0,0.167,0.211,1,2003-07-11
석정우,52804,2022,SSG,0.222,9,9,9,1,2,0,0,0,2,0,0,1,0,0,3,0,0.222,0.222,0,1999-01-20
라가레스,52806,2022,SSG,0.315,49,202,181,24,57,9,0,6,84,32,3,1,14,1,18,4,0.464,0.362,2,1989-03-17
크론,52827,2022,SSG,0.222,67,259,243,21,54,13,1,11,102,35,0,0,9,3,68,3,0.420,0.255,3,1993-02-17
마티니,52904,2022,NC,0.296,139,576,510,67,151,34,1,16,235,85,12,4,51,8,86,8,0.461,0.365,12,1990-06-27
류현인,53036,2023,KT,0.130,17,24,23,6,3,0,0,0,3,3,0,0,1,0,4,0,0.130,0.167,1,2000-11-08
손민석,53057,2023,KT,0.100,9,12,10,2,1,0,0,0,1,1,0,0,1,1,3,0,0.100,0.250,1,2004-06-21
정준영,53058,2023,KT,0.292,34,55,48,6,14,2,0,0,16,6,0,0,3,0,11,1,0.333,0.333,1,2004-01-26
송대현,53105,2023,LG,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,1,2000-02-03
오스틴,53123,2023,LG,0.313,139,583,520,87,163,29,4,23,269,95,7,3,53,3,75,11,0.517,0.376,14,1993-10-14
김범석,53144,2023,LG,0.111,10,29,27,3,3,1,0,1,7,4,0,0,1,0,5,1,0.259,0.138,2,2004-05-21
박명근,53139,2023,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2004-03-27
김동규,53164,2023,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2004-07-09
로하스,53211,2023,두산,0.253,122,464,403,52,102,24,4,19,191,65,0,1,55,3,68,5,0.474,0.345,2,1993-02-24
송재선,53303,2023,키움,0.333,5,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0.333,0.333,0,2000-06-30
이승원,53302,2023,키움,0.000,4,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,1,2004-07-02
김건희,53312,2023,키움,0.182,9,13,11,0,2,0,0,0,2,0,0,0,2,0,4,1,0.182,0.308,1,2004-11-07
후라도,53375,2023,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1996-01-30
김동헌,53344,2023,키움,0.242,102,242,211,22,51,5,2,2,66,17,0,0,17,8,55,7,0.313,0.318,4,2004-07-15
도슨,53327,2023,키움,0.336,57,261,229,37,77,14,2,3,104,29,9,2,18,9,41,3,0.454,0.398,4,1995-05-19
류승민,53404,2023,삼성,0.212,24,57,52,5,11,3,0,0,14,5,0,0,2,1,19,0,0.269,0.255,1,2004-10-11
김재상,53400,2023,삼성,0.150,17,22,20,1,3,0,0,1,6,2,0,0,2,0,4,1,0.300,0.227,1,2004-07-26
강준서,53460,2023,삼성,0.214,10,15,14,2,3,1,0,0,4,0,0,1,1,0,2,0,0.286,0.267,0,2000-10-13
구드럼,53506,2023,롯데,0.295,50,201,173,16,51,14,1,0,67,28,0,0,23,1,46,6,0.387,0.373,13,1992-02-28
윤수녕,53505,2023,롯데,0.250,3,4,4,0,1,0,0,0,1,1,0,0,0,0,1,0,0.250,0.250,0,2000-03-01
김민석,53554,2023,롯데,0.255,129,454,400,53,102,24,0,3,135,39,16,3,31,6,112,6,0.338,0.314,1,2004-05-09
서동욱,53569,2023,롯데,0.118,13,20,17,2,2,1,0,0,3,0,0,0,3,0,5,1,0.176,0.250,0,2000-03-24
정대선,53568,2023,롯데,0.150,19,47,40,5,6,1,0,0,7,6,0,0,2,2,8,0,0.175,0.217,0,2004-11-16
배영빈,53587,2023,롯데,0.313,18,18,16,2,5,2,0,0,7,0,1,0,1,0,2,0,0.438,0.353,2,2000-06-26
오그레디,53712,2023,한화,0.125,22,86,80,3,10,3,0,0,13,8,1,0,5,0,40,0,0.163,0.174,1,1992-05-17
윌리엄스,53716,2023,한화,0.244,68,273,258,29,63,14,0,9,104,45,1,1,8,4,63,6,0.403,0.275,3,1993-09-08
문현빈,53764,2023,한화,0.266,137,481,428,47,114,22,2,5,155,49,5,1,33,6,84,7,0.362,0.324,9,2004-04-20
김서현,53754,2023,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,2004-05-31
이민준,53795,2023,한화,0.000,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.500,0,2004-02-02
에레디아,53827,2023,SSG,0.323,122,523,473,76,153,29,0,12,218,76,12,8,39,9,75,13,0.461,0.385,5,1991-01-31
김정민,53865,2023,SSG,0.500,8,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0.500,0.500,0,2004-03-07
김건웅,53844,2023,SSG,0.000,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,2000-05-08
마틴,53955,2023,NC,0.283,118,503,435,55,123,20,2,17,198,90,15,3,57,1,107,8,0.455,0.360,3,1995-09-05
박한결,53992,2023,NC,0.333,12,18,15,3,5,1,0,1,9,5,0,0,3,0,7,0,0.600,0.444,0,2004-04-26
김종찬,60032,2013,NC,0.143,5,7,7,0,1,0,0,0,1,0,0,0,0,0,3,0,0.143,0.143,0,1987-07-22
이태원,60102,2013,NC,0.146,70,97,82,5,12,2,0,0,14,4,0,0,8,3,26,3,0.171,0.247,1,1986-03-17
이태원,60102,2014,NC,0.121,62,69,66,5,8,2,0,0,10,4,0,0,2,0,20,0,0.152,0.147,0,1986-03-17
백진우,60100,2010,LG,0.000,15,15,12,3,0,0,0,0,0,0,0,0,3,0,3,1,0.000,0.200,1,1988-05-09
백진우,60100,2011,LG,0.194,20,40,36,4,7,1,1,0,10,3,1,0,4,0,9,0,0.278,0.275,1,1988-05-09
백진우,60100,2014,LG,0.202,51,96,84,15,17,2,0,1,22,10,3,4,10,0,17,2,0.262,0.284,1,1988-05-09
백진우,60100,2015,LG,0.323,25,36,31,4,10,4,0,0,14,0,0,0,3,0,3,0,0.452,0.382,3,1988-05-09
백진우,60100,2016,LG,0.333,10,21,18,4,6,2,0,1,11,3,0,1,2,1,6,1,0.611,0.429,0,1988-05-09
백진우,60100,2017,LG,0.327,52,122,101,15,33,9,0,4,54,18,1,0,12,4,18,4,0.535,0.412,1,1988-05-09
백진우,60100,2018,한화,0.243,70,169,152,21,37,15,1,3,63,18,0,0,12,4,36,5,0.414,0.314,4,1988-05-09
백진우,60100,2019,한화,0.227,16,48,44,4,10,3,0,0,13,3,0,0,0,2,18,1,0.295,0.261,0,1988-05-09
신정락,60140,2012,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1987-05-13
신정락,60140,2017,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1987-05-13
신정락,60140,2019,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1987-05-13
신정락,60140,2021,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1987-05-13
신정락,60140,2022,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1987-05-13
이승현,60146,2016,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-11-20
이승현,60146,2023,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-11-20
오카모토,60156,2010,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-10-21
김창혁,60184,2018,한화,0.200,6,10,10,1,2,1,0,0,3,0,0,0,0,0,3,0,0.300,0.200,1,1991-05-17
김창혁,60184,2019,한화,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1991-05-17
김지용,60181,2015,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1988-02-20
김지용,60181,2017,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1988-02-20
김지용,60181,2021,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1988-02-20
김지용,60181,2022,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1988-02-20
이재학,60263,2010,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-10-04
이재학,60263,2013,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-10-04
이재학,60263,2016,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-10-04
이재학,60263,2017,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-10-04
정대현,60264,2011,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-07-19
정대현,60264,2015,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-07-19
김동길,60296,2010,두산,0.400,8,5,5,2,2,1,1,0,5,1,0,0,0,0,3,0,1.000,0.400,1,1987-03-01
김동길,60296,2011,두산,0.000,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.500,0,1987-03-01
김응민,60288,2014,두산,0.200,11,12,10,0,2,0,0,0,2,3,0,0,0,2,1,0,0.200,0.333,0,1991-10-22
김응민,60288,2015,두산,0.333,4,3,3,1,1,0,0,1,4,2,0,0,0,0,0,1,1.333,0.333,0,1991-10-22
김응민,60288,2018,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1991-10-22
김응민,60288,2019,삼성,0.231,8,13,13,0,3,1,0,0,4,0,0,0,0,0,6,1,0.308,0.231,0,1991-10-22
김응민,60288,2020,삼성,0.224,45,85,76,7,17,1,0,0,18,5,0,0,5,1,22,1,0.237,0.280,2,1991-10-22
김응민,60288,2021,삼성,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1991-10-22
김응민,60288,2022,NC,0.134,34,75,67,7,9,1,0,1,13,5,0,0,3,2,12,3,0.194,0.192,1,1991-10-22
이창섭,60304,2010,넥센,0.167,8,12,12,1,2,0,0,0,2,0,0,0,0,0,6,0,0.167,0.167,0,1987-03-10
이창섭,60304,2013,NC,0.000,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1987-03-10
이창섭,60304,2014,NC,-,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1987-03-10
이창섭,60304,2015,NC,0.000,16,8,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0.000,0.375,0,1987-03-10
문성현,60336,2015,넥센,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-11-09
문성현,60336,2021,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-11-09
문성현,60336,2023,키움,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-11-09
장종덕,60340,2010,넥센,0.000,2,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0,1987-10-29
김건태,60339,2010,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-10-02
김건태,60339,2012,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-10-02
김건태,60339,2019,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-10-02
김건태,60339,2020,NC,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-10-02
김건태,60339,2021,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-10-02
이해창,60343,2011,넥센,0.100,14,11,10,0,1,0,0,0,1,1,0,1,1,0,5,0,0.100,0.182,1,1987-05-11
이해창,60343,2015,KT,0.000,5,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0.000,0.250,0,1987-05-11
이해창,60343,2016,KT,0.203,88,254,231,16,47,10,0,6,75,22,1,1,9,3,65,7,0.325,0.240,8,1987-05-11
이해창,60343,2017,KT,0.272,114,283,254,33,69,11,0,11,113,44,1,4,19,1,50,5,0.445,0.322,6,1987-05-11
이해창,60343,2018,KT,0.216,83,174,162,19,35,4,0,8,63,24,0,3,8,3,49,3,0.389,0.266,2,1987-05-11
이해창,60343,2019,KT,0.125,30,43,40,0,5,0,0,0,5,0,0,0,2,1,11,0,0.125,0.186,1,1987-05-11
이해창,60343,2020,한화,0.269,70,135,119,11,32,5,0,3,46,17,0,2,9,4,23,6,0.387,0.336,4,1987-05-11
이해창,60343,2021,한화,0.167,20,60,54,4,9,3,0,0,12,4,0,1,1,1,13,0,0.222,0.193,1,1987-05-11
이해창,60343,2022,한화,0.000,4,11,10,0,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0,1987-05-11
송주호,60404,2013,한화,0.129,28,34,31,5,4,0,0,0,4,0,0,2,2,0,8,0,0.129,0.182,0,1988-07-11
송주호,60404,2014,한화,0.136,17,26,22,5,3,0,0,0,3,2,1,0,4,0,7,0,0.136,0.269,0,1988-07-11
송주호,60404,2015,한화,0.200,121,156,140,18,28,6,0,1,37,9,6,1,7,1,36,1,0.264,0.243,3,1988-07-11
송주호,60404,2016,한화,0.106,33,52,47,3,5,0,0,0,5,1,0,2,3,0,12,1,0.106,0.160,0,1988-07-11
백상원,60456,2013,삼성,0.500,5,4,4,1,2,1,0,0,3,1,0,0,0,0,1,0,0.750,0.500,0,1988-01-02
백상원,60456,2014,삼성,0.182,31,26,22,7,4,0,0,0,4,2,0,0,3,0,3,0,0.182,0.269,3,1988-01-02
백상원,60456,2015,삼성,0.247,52,94,77,10,19,5,0,0,24,7,0,0,13,1,22,2,0.312,0.359,4,1988-01-02
백상원,60456,2016,삼성,0.288,132,517,445,60,128,19,3,3,162,49,8,3,51,4,69,15,0.364,0.361,8,1988-01-02
백상원,60456,2017,삼성,0.130,28,51,46,4,6,0,0,0,6,2,0,0,3,0,11,0,0.130,0.180,2,1988-01-02
백상원,60456,2018,삼성,0.500,4,8,6,1,3,0,0,0,3,2,0,0,2,0,0,0,0.500,0.625,0,1988-01-02
문선엽,60464,2014,삼성,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1991-07-31
문선엽,60464,2017,삼성,0.000,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0,1991-07-31
김동은,60496,2015,KT,0.429,23,38,35,2,15,2,0,0,17,3,1,0,2,0,6,0,0.486,0.447,4,1990-11-13
김동은,60496,2016,KT,0.220,32,63,50,7,11,0,0,0,11,2,3,1,10,1,14,3,0.220,0.361,1,1990-11-13
정훈,60523,2010,롯데,0.156,29,50,45,6,7,1,0,1,11,2,0,0,1,2,18,0,0.244,0.208,2,1987-07-18
정훈,60523,2011,롯데,0.303,26,41,33,6,10,0,0,3,19,8,0,1,3,2,9,1,0.576,0.385,2,1987-07-18
정훈,60523,2012,롯데,0.200,78,137,125,12,25,4,1,2,37,12,1,0,3,0,42,2,0.296,0.217,3,1987-07-18
정훈,60523,2013,롯데,0.258,113,398,341,50,88,15,3,5,124,37,7,3,30,8,54,8,0.364,0.328,9,1987-07-18
정훈,60523,2014,롯데,0.294,124,558,477,89,140,27,7,3,190,58,8,4,62,11,105,10,0.398,0.386,13,1987-07-18
정훈,60523,2015,롯데,0.300,135,562,486,85,146,27,2,9,204,62,16,6,52,14,102,14,0.420,0.382,17,1987-07-18
정훈,60523,2016,롯데,0.262,121,439,370,48,97,18,2,2,125,46,7,7,43,16,75,12,0.338,0.362,11,1987-07-18
정훈,60523,2017,롯데,0.248,68,136,109,16,27,8,2,1,42,6,3,1,18,5,28,4,0.385,0.376,3,1987-07-18
정훈,60523,2018,롯데,0.305,91,194,174,33,53,10,1,7,86,26,4,2,16,1,39,4,0.494,0.361,2,1987-07-18
정훈,60523,2019,롯데,0.226,88,222,190,26,43,4,1,2,55,17,4,3,23,5,47,4,0.289,0.324,4,1987-07-18
정훈,60523,2020,롯데,0.295,111,476,410,72,121,19,1,11,175,58,11,1,56,4,85,8,0.427,0.382,2,1987-07-18
정훈,60523,2021,롯데,0.292,135,561,486,70,142,27,1,14,213,79,8,1,68,3,89,6,0.438,0.380,1,1987-07-18
정훈,60523,2022,롯데,0.245,91,340,294,39,72,8,0,3,89,32,4,1,32,2,66,6,0.303,0.317,2,1987-07-18
정훈,60523,2023,롯데,0.279,80,233,201,40,56,14,0,6,88,31,2,0,26,0,39,4,0.438,0.358,5,1987-07-18
변용선,60526,2010,롯데,0.333,3,3,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0.333,0.333,0,1987-05-17
변용선,60526,2012,롯데,0.000,7,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1987-05-17
박시영,60559,2016,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-03-10
박시영,60559,2017,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-03-10
박시영,60559,2019,롯데,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-03-10
박시영,60559,2021,KT,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-03-10
오태곤,60558,2011,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1991-11-18
오태곤,60558,2014,롯데,0.244,57,50,45,10,11,3,0,1,17,5,2,1,5,0,18,0,0.378,0.320,3,1991-11-18
오태곤,60558,2015,롯데,0.275,122,353,327,57,90,18,1,8,134,43,15,4,17,4,100,9,0.410,0.318,16,1991-11-18
오태곤,60558,2016,롯데,0.260,42,135,123,17,32,6,0,3,47,7,6,2,12,0,37,5,0.382,0.326,2,1991-11-18
오태곤,60558,2017,KT,0.283,135,410,374,53,106,29,1,9,164,42,15,9,16,6,93,7,0.439,0.318,10,1991-11-18
오태곤,60558,2018,KT,0.254,128,374,342,55,87,17,2,12,144,39,13,8,24,4,92,7,0.421,0.310,2,1991-11-18
오태곤,60558,2019,KT,0.250,123,392,352,63,88,16,1,6,124,35,19,2,31,4,78,8,0.352,0.316,9,1991-11-18
오태곤,60558,2020,SK,0.274,94,258,234,36,64,12,1,5,93,35,15,6,13,7,47,6,0.397,0.331,2,1991-11-18
오태곤,60558,2021,SSG,0.268,122,253,235,47,63,10,0,9,100,35,9,4,14,2,52,4,0.426,0.313,3,1991-11-18
오태곤,60558,2022,SSG,0.232,130,295,263,48,61,14,1,4,89,23,11,4,15,9,68,3,0.338,0.293,1,1991-11-18
오태곤,60558,2023,SSG,0.239,123,305,272,37,65,14,1,7,102,28,20,1,18,4,67,6,0.375,0.293,6,1991-11-18
이상호,60566,2013,NC,0.248,103,139,125,26,31,7,1,0,40,13,25,4,10,0,21,4,0.320,0.304,5,1989-02-05
