name,id,birthday,연도,팀,나이,P,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
전진영,51009,1998-04-30,2022,KT,24,RF,4,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0.314,89.0,0.02,0.0
유준규,51013,2002-08-16,2022,KT,20,DH,7,16,14,3,3,0,0,0,3,0,0,0,1,0,0,6,0,1,0,0.214,0.267,0.214,0.481,0.222,26.3,-0.12,-0.17
지명성,51060,2002-02-15,2022,KT,20,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김영현,51097,2002-08-18,2023,KT,21,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
이영빈,51100,2002-06-17,2021,LG,19,1B,72,169,148,21,36,9,0,2,51,16,6,3,15,3,0,51,1,2,1,0.243,0.323,0.345,0.668,0.316,86.6,0.27,0.22
이영빈,51100,2002-06-17,2022,LG,20,2B,60,83,76,16,14,3,0,1,20,5,0,0,7,0,0,25,3,0,0,0.184,0.253,0.263,0.516,0.247,48.0,-0.08,-0.73
송승기,51111,2002-04-10,2022,LG,20,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
보어,51144,1988-05-28,2021,LG,33,1B,32,117,100,7,17,2,0,3,28,17,0,0,11,3,0,30,2,0,3,0.17,0.265,0.28,0.545,0.263,52.8,-0.43,-0.23
김진수,51154,1998-08-31,2021,LG,23,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
안재석,51203,2002-02-15,2021,두산,19,SS,96,224,200,28,51,8,2,2,69,14,1,0,16,4,0,53,4,0,4,0.255,0.317,0.345,0.662,0.314,83.8,0.79,-1.02
안재석,51203,2002-02-15,2022,두산,20,SS,99,264,235,22,50,10,0,3,69,17,4,0,19,4,1,71,5,4,2,0.213,0.281,0.294,0.574,0.267,61.8,0.02,-0.88
안재석,51203,2002-02-15,2023,두산,21,SS,27,68,64,8,12,2,1,1,19,5,2,0,3,0,0,12,0,0,1,0.188,0.221,0.297,0.518,0.239,39.1,-0.15,-0.96
김동주,51230,2002-02-14,2022,두산,20,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
최승용,51264,2001-05-11,2023,두산,22,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
강현구,51269,2002-06-16,2022,두산,20,LF,3,5,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.333,0.6,0.333,0.933,0.482,206.5,0.08,0.03
박성재,51298,2002-11-18,2021,두산,19,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0
김성진,51301,1997-11-14,2021,키움,24,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김성진,51301,1997-11-14,2022,키움,25,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김성진,51301,1997-11-14,2023,키움,26,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
이주형,51302,2002-07-05,2021,키움,19,DH,5,11,10,1,1,0,0,1,4,3,0,0,1,0,0,7,0,0,0,0.1,0.182,0.4,0.582,0.254,55.4,-0.04,0.19
이주형,51302,2002-07-05,2022,키움,20,DH,32,85,71,7,12,0,0,1,15,8,0,0,10,3,0,27,0,0,1,0.169,0.294,0.211,0.505,0.257,55.7,-0.29,-0.39
김시앙,51303,2001-10-31,2022,키움,21,C,13,14,12,1,1,0,0,0,1,0,0,0,1,0,0,8,1,1,0,0.083,0.154,0.083,0.237,0.119,-41.0,-0.16,-0.17
김시앙,51303,2001-10-31,2023,키움,22,C,33,82,76,6,17,1,0,0,18,7,0,0,3,3,0,18,4,0,0,0.224,0.281,0.237,0.517,0.257,50.7,-0.08,-1.51
이재홍,51307,1998-12-17,2022,키움,24,3B,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.25,0.5,0.236,40.7,-0.01,-0.06
크레익,51309,1994-11-16,2021,키움,27,1B,61,247,222,25,55,12,0,6,85,30,0,1,20,4,1,43,4,0,1,0.248,0.32,0.383,0.703,0.328,93.9,0.3,-0.52
프레이타스,51324,1989-03-18,2021,키움,32,DH,43,148,139,13,36,10,0,2,52,14,0,0,7,1,0,29,7,0,1,0.259,0.297,0.374,0.671,0.313,81.8,-0.04,-0.65
김휘집,51344,2002-01-01,2021,키움,19,3B,34,89,70,9,9,1,0,1,13,8,1,0,13,2,0,23,0,3,1,0.129,0.279,0.186,0.465,0.238,33.6,-0.38,-0.48
김휘집,51344,2002-01-01,2022,키움,20,SS,112,393,333,40,74,12,1,8,112,36,0,0,39,14,0,115,6,3,4,0.222,0.326,0.336,0.662,0.312,93.6,1.58,-1.22
김휘집,51344,2002-01-01,2023,키움,21,SS,110,435,369,46,92,22,0,8,138,51,0,0,48,5,0,97,8,6,7,0.249,0.338,0.374,0.712,0.331,101.9,2.26,-0.79
장재영,51359,2002-05-10,2021,키움,19,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김준형,51393,2002-07-12,2023,키움,21,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김동진,51403,1996-12-18,2022,삼성,26,2B,5,4,4,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.5,0.75,0.33,104.7,0.02,0.02
김동진,51403,1996-12-18,2023,삼성,27,2B,44,137,122,14,32,7,0,0,39,8,3,0,9,1,0,26,4,3,2,0.262,0.313,0.32,0.633,0.296,74.9,0.21,-0.86
김현준,51417,2002-10-11,2021,삼성,19,RF,13,4,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0.24,33.2,-0.05,-0.01
김현준,51417,2002-10-11,2022,삼성,20,CF,118,422,363,57,100,19,4,0,127,22,5,3,45,6,0,80,1,8,0,0.275,0.365,0.35,0.715,0.334,105.5,1.96,0.64
김현준,51417,2002-10-11,2023,삼성,21,CF,109,479,433,62,119,10,6,3,150,46,5,5,30,5,0,84,5,8,3,0.275,0.327,0.346,0.673,0.315,87.1,1.26,0.31
이승현,51454,2002-05-19,2023,삼성,21,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
피렐라,51463,1989-11-21,2021,삼성,32,DH,140,621,553,102,158,25,2,29,274,97,9,6,57,8,2,89,8,0,3,0.286,0.359,0.495,0.855,0.389,128.7,3.26,3.27
피렐라,51463,1989-11-21,2022,삼성,33,LF,141,630,561,102,192,33,4,28,317,109,15,5,55,12,12,81,19,0,2,0.342,0.411,0.565,0.976,0.434,169.3,7.4,4.2
피렐라,51463,1989-11-21,2023,삼성,34,LF,139,605,557,66,159,28,1,16,237,80,6,4,42,4,5,69,20,0,2,0.285,0.339,0.425,0.764,0.352,110.8,2.44,0.03
손성빈,51528,2002-01-14,2021,롯데,19,C,20,22,19,4,6,0,0,0,6,0,0,0,3,0,0,6,0,0,0,0.316,0.409,0.316,0.725,0.362,113.2,0.17,-0.12
손성빈,51528,2002-01-14,2023,롯데,21,C,45,80,76,13,20,3,0,1,26,15,0,0,2,0,0,10,3,2,0,0.263,0.282,0.342,0.624,0.285,68.2,0.13,0.04
나승엽,51551,2002-02-15,2021,롯데,19,1B,60,128,113,16,23,2,0,2,31,10,1,0,14,0,0,33,1,0,1,0.204,0.289,0.274,0.563,0.276,55.7,-0.21,-0.56
이주찬,51560,1998-09-21,2021,롯데,23,2B,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.2,-0.09
최종은,51574,1998-10-12,2021,롯데,23,2B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
송재영,51594,2002-06-20,2021,롯데,19,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김선우,51604,2001-01-18,2022,KIA,21,,3,4,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.333,0.5,0.333,0.833,0.423,166.1,0.06,0.05
김선우,51604,2001-01-18,2023,KIA,22,C,5,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,0.136,-31.2,-0.07,-0.2
권혁경,51640,2002-01-23,2021,KIA,19,C,5,18,18,1,4,0,0,0,4,0,0,0,0,0,0,6,2,0,0,0.222,0.222,0.222,0.444,0.213,13.9,-0.11,-0.27
권혁경,51640,2002-01-23,2022,KIA,20,C,2,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.471,199.9,0.04,0.02
조현진,51701,2002-09-10,2023,NC,21,SS,10,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.191,7.0,-0.03,-0.19
장지승,51706,1998-07-04,2021,한화,23,RF,24,72,61,7,11,1,0,1,15,5,2,0,7,1,0,24,4,2,1,0.18,0.271,0.246,0.517,0.249,40.1,-0.3,-0.7
장지승,51706,1998-07-04,2023,한화,25,,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-123.9,-0.07,-0.02
페레즈,51714,1991-03-26,2021,한화,30,1B,59,252,225,26,60,15,1,5,92,33,4,5,17,4,0,52,4,0,6,0.267,0.321,0.409,0.73,0.337,98.6,0.69,-0.5
힐리,51725,1992-01-10,2021,한화,29,1B,67,268,249,27,64,11,1,7,98,37,2,1,16,2,0,58,6,0,1,0.257,0.306,0.394,0.7,0.325,91.0,0.35,-0.57
장규현,51762,2002-06-28,2021,한화,19,C,7,12,12,0,3,1,0,0,4,1,0,0,0,0,0,4,1,0,0,0.25,0.25,0.333,0.583,0.27,54.8,-0.02,-0.05
정민규,51764,2003-01-10,2021,한화,18,3B,6,17,16,1,2,1,0,0,3,0,0,0,1,0,0,6,1,0,0,0.125,0.177,0.188,0.364,0.178,-7.8,-0.16,-0.21
정민규,51764,2003-01-10,2022,한화,19,1B,9,24,23,3,3,0,0,0,3,0,0,0,0,1,0,11,0,0,0,0.13,0.167,0.13,0.297,0.149,-21.7,-0.31,-0.14
송호정,51767,2002-03-10,2021,한화,19,SS,10,11,10,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0.0,0.091,0.0,0.091,0.067,-82.3,-0.17,-0.16
박형준,51803,2001-06-28,2023,롯데,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
조요한,51809,2000-01-06,2021,SSG,21,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
조요한,51809,2000-01-06,2022,SSG,22,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
추신수,51817,1982-07-13,2021,SSG,39,DH,137,580,461,84,122,19,2,21,208,69,25,9,103,12,4,123,8,0,4,0.265,0.409,0.451,0.86,0.4,137.4,3.89,4.59
추신수,51817,1982-07-13,2022,SSG,40,DH,112,499,409,77,106,20,1,16,176,58,15,5,71,13,1,100,6,2,4,0.259,0.382,0.43,0.813,0.374,129.8,2.38,2.01
추신수,51817,1982-07-13,2023,SSG,41,DH,112,462,382,65,96,17,1,12,151,40,6,4,65,13,1,79,8,0,2,0.251,0.377,0.395,0.772,0.367,123.0,1.96,0.89
조형우,51865,2002-04-04,2022,SSG,20,C,9,13,12,2,2,1,0,0,3,1,0,0,1,0,0,3,0,0,0,0.167,0.231,0.25,0.481,0.229,33.2,-0.02,-0.1
조형우,51865,2002-04-04,2023,SSG,21,C,62,133,119,9,22,4,1,2,34,12,0,0,8,1,0,25,2,4,1,0.185,0.24,0.286,0.526,0.241,39.9,-0.21,-0.49
고명준,51868,2002-07-08,2021,SSG,19,DH,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.14,-0.23
고명준,51868,2002-07-08,2023,SSG,21,1B,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,-123.9,-0.1,-0.05
장지훈,51895,1998-12-06,2021,SSG,23,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김주원,51907,2002-07-30,2021,NC,19,SS,69,189,166,20,40,7,1,5,64,16,6,2,17,2,0,57,5,2,2,0.241,0.316,0.386,0.701,0.324,87.8,0.73,-0.58
김주원,51907,2002-07-30,2022,NC,20,SS,96,326,273,35,62,10,2,10,106,47,10,3,30,14,1,89,4,9,0,0.227,0.334,0.388,0.723,0.327,100.7,1.81,-0.41
김주원,51907,2002-07-30,2023,NC,21,SS,127,474,403,56,94,9,2,10,137,54,15,3,44,15,1,106,6,8,4,0.233,0.328,0.34,0.668,0.314,88.1,1.96,-0.27
이용준,51948,2002-05-08,2022,NC,20,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
오장한,51991,2002-05-20,2021,NC,19,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
오장한,51991,2002-05-20,2023,NC,21,RF,3,8,7,2,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0.143,0.25,0.143,0.393,0.21,18.6,-0.04,-0.06
오태양,51996,2002-04-25,2021,NC,19,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.02,0.0
오태양,51996,2002-04-25,2022,NC,20,,15,4,3,5,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0.0,0.25,0.0,0.25,0.187,5.4,-0.05,-0.16
오태양,51996,2002-04-25,2023,NC,21,CF,21,3,3,4,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,,-0.09,-0.09
한재승,51994,2001-11-21,2022,NC,21,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
한재승,51994,2001-11-21,2023,NC,22,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김병준,52002,2003-07-03,2023,KT,20,CF,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,,-0.0,-0.08
알포드,52009,1994-07-20,2022,KT,28,LF,80,323,283,48,81,19,1,14,144,50,5,1,33,3,3,90,3,0,4,0.286,0.362,0.509,0.871,0.387,139.7,2.47,2.04
알포드,52009,1994-07-20,2023,KT,29,LF,133,547,491,83,142,31,3,15,224,70,17,4,47,6,1,140,6,0,3,0.289,0.357,0.456,0.813,0.375,126.9,3.28,0.61
라모스,52025,1992-04-15,2022,KT,30,RF,18,80,72,10,18,1,1,3,30,11,2,0,4,2,0,18,2,1,1,0.25,0.304,0.417,0.721,0.323,96.5,0.21,-0.16
박영현,52060,2003-10-11,2022,KT,19,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
박영현,52060,2003-10-11,2023,KT,20,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
이상우,52063,2003-10-14,2022,KT,19,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
루이즈,52112,1994-05-22,2022,LG,28,3B,27,94,84,10,13,4,1,1,22,6,1,0,9,0,0,13,5,0,1,0.155,0.234,0.262,0.496,0.235,39.5,-0.25,-0.9
허준혁,52119,1999-07-02,2022,LG,23,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
가르시아,52125,1993-03-28,2022,LG,29,2B,39,156,136,21,28,6,1,4,48,19,4,1,19,1,0,40,4,0,0,0.206,0.308,0.353,0.661,0.31,93.1,0.59,-0.91
박수종,52305,1999-02-25,2023,키움,24,RF,23,50,45,7,19,1,2,0,24,3,0,0,3,1,0,6,1,0,1,0.422,0.46,0.533,0.993,0.458,184.6,0.73,0.2
애플러,52308,1993-01-05,2022,키움,29,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
박찬혁,52348,2003-04-25,2022,키움,19,DH,52,175,161,13,34,5,0,6,57,17,0,1,9,5,0,67,1,0,0,0.211,0.274,0.354,0.628,0.291,81.8,0.03,-0.36
박찬혁,52348,2003-04-25,2023,키움,20,LF,48,167,154,13,31,7,0,1,41,8,0,0,10,3,0,41,1,0,0,0.201,0.264,0.266,0.53,0.257,50.8,-0.56,-1.55
푸이그,52366,1990-12-07,2022,키움,32,RF,126,547,473,65,131,30,0,21,224,73,6,3,58,12,1,100,6,0,4,0.277,0.368,0.474,0.841,0.382,143.4,3.78,1.35
노운현,52394,2003-06-22,2022,키움,19,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
이명종,52397,2002-12-05,2023,키움,21,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김상민,52402,2003-12-06,2023,삼성,20,LF,8,13,12,3,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0.083,0.154,0.083,0.237,0.129,-36.5,-0.15,-0.13
이재현,52415,2003-02-04,2022,삼성,19,SS,75,239,230,23,54,4,0,7,79,23,0,0,5,1,0,44,6,3,0,0.235,0.254,0.343,0.598,0.271,59.0,-0.05,-0.82
이재현,52415,2003-02-04,2023,삼성,20,SS,143,538,458,61,114,19,2,12,173,60,5,4,52,6,0,89,9,16,6,0.249,0.33,0.378,0.707,0.323,91.8,1.85,0.57
김재혁,52424,1999-12-26,2022,삼성,23,LF,15,39,33,5,8,1,0,0,9,3,4,0,4,1,0,9,0,0,1,0.242,0.333,0.273,0.606,0.296,79.3,0.15,0.1
김영웅,52430,2003-08-24,2022,삼성,19,3B,12,15,15,2,2,0,0,1,5,1,0,0,0,0,0,7,0,0,0,0.133,0.133,0.333,0.467,0.202,8.8,-0.08,-0.16
김영웅,52430,2003-08-24,2023,삼성,20,3B,55,103,91,11,17,6,0,2,29,12,1,0,8,0,0,28,2,3,1,0.187,0.25,0.319,0.569,0.258,48.8,-0.11,-0.49
김서준,52460,2003-09-01,2022,삼성,19,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김서준,52460,2003-09-01,2023,삼성,20,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김동혁,52504,2000-09-15,2023,롯데,23,RF,15,9,7,3,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0.0,0.222,0.0,0.222,0.162,-15.0,-0.05,-0.08
김세민,52514,2003-06-14,2022,롯데,19,2B,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0.179,-1.5,-0.03,0.0
조세진,52516,2003-11-21,2022,롯데,19,RF,39,88,86,6,16,3,0,0,19,6,0,1,1,0,0,25,4,1,0,0.186,0.195,0.221,0.416,0.192,5.7,-0.76,-0.64
피터스,52526,1995-12-12,2022,롯데,27,CF,85,354,316,32,72,16,0,13,127,48,7,4,26,8,1,77,5,0,4,0.228,0.299,0.402,0.701,0.319,93.7,1.18,1.09
렉스,52547,1993-11-12,2022,롯데,29,CF,56,251,218,32,72,10,1,8,108,34,3,0,26,5,2,44,4,0,2,0.33,0.41,0.495,0.906,0.411,156.3,2.3,1.32
렉스,52547,1993-11-12,2023,롯데,30,RF,55,234,203,20,50,4,2,4,70,30,0,1,28,1,2,54,3,0,2,0.246,0.338,0.345,0.682,0.323,94.0,0.34,0.59
한태양,52568,2003-09-15,2022,롯데,19,SS,38,72,61,14,9,1,0,0,10,3,1,0,5,2,0,24,1,4,0,0.148,0.235,0.164,0.399,0.194,7.2,-0.49,-0.19
윤동희,52591,2003-09-18,2022,롯데,19,1B,4,13,13,1,2,1,0,0,3,1,0,0,0,0,0,2,1,0,0,0.154,0.154,0.231,0.385,0.174,-7.5,-0.14,-0.25
윤동희,52591,2003-09-18,2023,롯데,20,RF,107,423,387,45,111,18,1,2,137,41,3,6,28,1,0,69,10,2,5,0.287,0.333,0.354,0.687,0.324,93.0,0.95,-1.05
김도영,52605,2003-10-02,2022,KIA,19,3B,103,254,224,37,53,11,4,3,81,19,13,3,22,3,0,62,3,4,1,0.237,0.312,0.362,0.674,0.309,88.1,0.72,-0.53
김도영,52605,2003-10-02,2023,KIA,20,3B,84,385,340,72,103,20,5,7,154,47,25,4,38,1,1,62,14,2,4,0.303,0.371,0.453,0.824,0.378,133.4,3.7,0.35
소크라테스,52630,1992-09-06,2022,KIA,30,CF,127,554,514,83,160,29,7,17,254,77,13,6,34,2,4,81,11,0,4,0.311,0.354,0.494,0.848,0.38,137.0,4.97,0.61
소크라테스,52630,1992-09-06,2023,KIA,31,CF,142,608,547,91,156,31,3,20,253,96,15,6,52,1,4,80,13,0,8,0.285,0.344,0.463,0.806,0.366,125.7,4.58,1.92
황동하,52641,2002-07-30,2023,KIA,21,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
윤도현,52667,2003-05-07,2023,KIA,20,3B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,-0.01
이상혁,52704,2001-09-14,2023,한화,22,CF,7,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-123.9,-0.07,0.04
유상빈,52705,2000-05-09,2022,한화,22,LF,17,49,46,3,15,5,0,0,20,4,0,1,0,0,0,11,0,2,1,0.326,0.319,0.435,0.754,0.327,101.0,0.16,0.31
유상빈,52705,2000-05-09,2023,한화,23,DH,3,8,6,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0.25,0.0,0.25,0.186,0.4,-0.08,-0.11
터크먼,52712,1990-12-03,2022,한화,32,CF,144,648,575,88,166,37,4,12,247,43,19,11,64,7,5,104,12,0,2,0.289,0.366,0.43,0.795,0.365,126.8,4.98,0.8
박준영,52731,2003-03-02,2023,한화,20,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
허인서,52764,2003-07-11,2022,한화,19,C,8,19,18,1,3,0,0,0,3,0,0,0,1,0,0,8,0,0,0,0.167,0.211,0.167,0.377,0.187,4.3,-0.11,-0.2
권광민,52769,1997-12-12,2022,한화,25,LF,32,87,71,6,16,3,1,0,21,8,0,1,13,1,0,30,0,0,2,0.225,0.345,0.296,0.641,0.31,90.1,0.14,-0.62
권광민,52769,1997-12-12,2023,한화,26,LF,66,81,73,11,11,1,1,2,20,9,2,0,6,1,0,24,2,1,0,0.151,0.225,0.274,0.499,0.235,36.1,-0.3,-0.84
석정우,52804,1999-01-20,2022,SSG,23,2B,9,9,9,1,2,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0.222,0.222,0.222,0.444,0.21,19.7,-0.09,-0.11
라가레스,52806,1989-03-17,2022,SSG,33,LF,49,202,180,24,57,9,0,6,84,32,3,1,14,1,1,18,4,4,3,0.317,0.364,0.467,0.83,0.368,126.9,1.19,1.19
크론,52827,1993-02-17,2022,SSG,29,1B,67,259,243,21,54,13,1,11,102,35,0,0,9,3,0,68,3,0,4,0.222,0.255,0.42,0.675,0.3,78.7,-0.2,-0.75
마티니,52904,1990-06-27,2022,NC,32,LF,139,576,510,67,153,34,1,16,237,85,13,4,51,8,5,86,8,0,7,0.3,0.368,0.465,0.833,0.376,134.9,3.96,0.53
류현인,53036,2000-11-08,2023,KT,23,3B,17,24,23,6,3,0,0,0,3,3,0,0,1,0,0,4,0,0,0,0.13,0.167,0.13,0.297,0.15,-24.0,-0.22,-0.41
정준영,53058,2004-01-26,2023,KT,19,CF,34,55,48,6,14,2,0,0,16,6,0,0,3,0,0,11,1,4,0,0.292,0.333,0.333,0.667,0.296,73.6,0.07,-0.36
손민석,53057,2004-06-21,2023,KT,19,2B,9,12,10,2,1,0,0,0,1,1,0,0,1,1,0,3,0,0,0,0.1,0.25,0.1,0.35,0.204,12.6,-0.06,-0.14
송대현,53105,2000-02-03,2023,LG,23,SS,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-123.9,-0.07,0.0
오스틴,53123,1993-10-14,2023,LG,30,1B,139,583,520,87,163,29,4,23,269,95,7,3,53,3,2,75,11,0,7,0.313,0.376,0.517,0.893,0.405,154.4,5.22,2.92
박명근,53139,2004-03-27,2023,LG,19,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김범석,53144,2004-05-21,2023,LG,19,1B,10,29,27,3,3,1,0,1,7,4,0,0,1,0,0,5,1,0,1,0.111,0.138,0.259,0.397,0.176,-0.2,-0.27,-0.08
김동규,53164,2004-07-09,2023,LG,19,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
로하스,53211,1993-02-24,2023,두산,30,LF,122,464,403,52,102,24,4,19,191,65,0,1,55,3,2,68,5,0,3,0.253,0.345,0.474,0.819,0.372,134.3,3.04,1.21
송재선,53303,2000-06-30,2023,키움,23,RF,5,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.318,93.7,0.0,-0.01
이승원,53302,2004-07-02,2023,키움,19,SS,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-123.9,-0.11,-0.08
김건희,53312,2004-11-07,2023,키움,19,1B,9,13,11,0,2,0,0,0,2,0,0,0,2,0,0,4,1,0,0,0.182,0.308,0.182,0.49,0.259,52.6,-0.04,-0.14
도슨,53327,1995-05-19,2023,키움,28,CF,57,261,229,37,77,14,2,3,104,29,9,2,18,9,0,41,3,0,5,0.336,0.399,0.454,0.853,0.397,145.3,2.44,1.23
김동헌,53344,2004-07-15,2023,키움,19,C,102,242,211,22,51,5,2,2,66,17,0,0,17,8,0,55,7,3,3,0.242,0.318,0.313,0.631,0.301,80.4,0.74,-1.18
후라도,53375,1996-01-30,2023,키움,27,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
김재상,53400,2004-07-26,2023,삼성,19,,17,22,20,1,3,0,0,1,6,2,0,0,2,0,0,4,1,0,0,0.15,0.227,0.3,0.527,0.248,40.5,-0.04,-0.26
류승민,53404,2004-10-11,2023,삼성,19,RF,24,57,52,5,11,3,0,0,14,5,0,0,2,1,0,19,0,2,0,0.212,0.255,0.269,0.524,0.243,39.6,-0.28,-0.26
